Ensembl ID	Gene
ENSMUST00000071103	Ddx1
ENSMUST00000065630	Ddx10
ENSMUST00000054014	Ddx17
ENSMUST00000001724	Ddx18
ENSMUST00000040416	Ddx19a
ENSMUST00000040241	Ddx19b
ENSMUST00000090680	Ddx20
ENSMUST00000045866	Ddx21
ENSMUST00000003450	Ddx23
ENSMUST00000044923	Ddx24
ENSMUST00000018143	Ddx27
ENSMUST00000058579	Ddx28
ENSMUST00000113853	Ddx31
ENSMUST00000068056	Ddx39b
ENSMUST00000021956	Ddx41
ENSMUST00000021046	Ddx42
ENSMUST00000099479	Ddx46
ENSMUST00000172272	Ddx46
ENSMUST00000155022	Ddx47
ENSMUST00000032326	Ddx47
ENSMUST00000021062	Ddx5
ENSMUST00000031478	Ddx51
ENSMUST00000049257	Ddx52
ENSMUST00000031598	Ddx54
ENSMUST00000004507	Ddx56
ENSMUST00000170489	Ddx6
ENSMUST00000080553	Deaf1
ENSMUST00000040907	Decr2
ENSMUST00000064950	Dedd
ENSMUST00000037585	Dennd6a
ENSMUST00000023869	Denr
ENSMUST00000166233	Denr
ENSMUST00000022993	Derl1
ENSMUST00000171041	Derl2
ENSMUST00000143850	Derl2
ENSMUST00000027783	Desi2
ENSMUST00000103216	Dffa
ENSMUST00000030816	Dffa
ENSMUST00000030893	Dffb
ENSMUST00000202260	Dgcr8
ENSMUST00000014698	Dguok
ENSMUST00000144668	Dhdds
ENSMUST00000078665	Dhps
ENSMUST00000002403	Dhrs1
ENSMUST00000021512	Dhrs7
ENSMUST00000042281	Dhrs7b
ENSMUST00000108718	Dhrs7b
ENSMUST00000031061	Dhx15
ENSMUST00000025292	Dhx16
ENSMUST00000038574	Dhx29
ENSMUST00000108527	Dhx33
ENSMUST00000163968	Dhx34
ENSMUST00000169485	Dhx37
ENSMUST00000042601	Dhx38
ENSMUST00000018569	Dhx40
ENSMUST00000039152	Dhx8
ENSMUST00000111587	Diablo
ENSMUST00000041987	Dicer1
ENSMUST00000103055	Dido1
ENSMUST00000087517	Dido1
ENSMUST00000022203	Dimt1
ENSMUST00000042471	Dis3
ENSMUST00000102687	Dmap1
ENSMUST00000180611	Dmxl1
ENSMUST00000021356	Dnaaf2
ENSMUST00000026975	Dnaaf5
ENSMUST00000030118	Dnaja1
ENSMUST00000034138	Dnaja2
ENSMUST00000060067	Dnaja3
ENSMUST00000004574	Dnajb11
ENSMUST00000146590	Dnajb12
ENSMUST00000008733	Dnajb6
ENSMUST00000114839	Dnajb6
ENSMUST00000166495	Dnajc1
ENSMUST00000091418	Dnajc1
ENSMUST00000062904	Dnajc11
ENSMUST00000035170	Dnajc13
ENSMUST00000026410	Dnajc14
ENSMUST00000038014	Dnajc16
ENSMUST00000038439	Dnajc17
ENSMUST00000025208	Dnajc18
ENSMUST00000102555	Dnajc24
ENSMUST00000020986	Dnajc27
ENSMUST00000022734	Dnajc3
ENSMUST00000071263	Dnajc30
ENSMUST00000025915	Dnajc4
ENSMUST00000179118	Dnajc4
ENSMUST00000072334	Dnajc5
ENSMUST00000014339	Dnajc7
ENSMUST00000094657	Dnajc8
ENSMUST00000022345	Dnajc9
ENSMUST00000123491	Dnal1
ENSMUST00000028295	Dnlz
ENSMUST00000177754	Dnmt1
ENSMUST00000113605	Dnpep
ENSMUST00000187836	Dnpep
ENSMUST00000185419	Dnpep
ENSMUST00000017443	Dnttip1
ENSMUST00000035776	Dnttip2
ENSMUST00000100219	Dolk
ENSMUST00000105336	Dot1l
ENSMUST00000054708	Dpagt1
ENSMUST00000067955	Dph3
ENSMUST00000043342	Dph5
ENSMUST00000028351	Dph7
ENSMUST00000028151	Dpm2
ENSMUST00000140592	Dpm2
ENSMUST00000025851	Dpp3
ENSMUST00000034960	Dpp8
ENSMUST00000038794	Dpp9
ENSMUST00000112571	Dpy30
ENSMUST00000031190	Dr1
ENSMUST00000020741	Drg1
ENSMUST00000018568	Drg2
ENSMUST00000090292	Drosha
ENSMUST00000021339	Dtd2
ENSMUST00000116229	Dtx3
ENSMUST00000038217	Dtx3
ENSMUST00000027503	Dtymk
ENSMUST00000112890	Dtymk
ENSMUST00000007747	Dus3l
ENSMUST00000032071	Dusp11
ENSMUST00000039608	Dym
ENSMUST00000018851	Dync1h1
ENSMUST00000081710	Dync1i2
ENSMUST00000112138	Dync1i2
ENSMUST00000047404	Dync1li1
ENSMUST00000109682	Dynlrb1
ENSMUST00000102948	E2f3
ENSMUST00000015003	E2f4
ENSMUST00000056032	E4f1
ENSMUST00000022446	Eaf1
ENSMUST00000110713	Eapp
ENSMUST00000161592	Eapp
ENSMUST00000163433	Eapp
ENSMUST00000022964	Ebag9
ENSMUST00000030501	Ebna1bp2
ENSMUST00000022344	Ecd
ENSMUST00000110251	Eci2
ENSMUST00000021854	Eci2
ENSMUST00000043990	Edc3
ENSMUST00000040254	Edc4
ENSMUST00000119261	Edc4
ENSMUST00000059498	Edem3
ENSMUST00000128901	Edrf1
ENSMUST00000107234	Eed
ENSMUST00000022518	Eef1akmt1
ENSMUST00000023235	Eef1d
ENSMUST00000141268	Eef1d
ENSMUST00000116440	Eef1d
ENSMUST00000001757	Eef1e1
ENSMUST00000064635	Eef2kmt
ENSMUST00000165242	Eefsec
ENSMUST00000015146	Efr3a
ENSMUST00000080058	Egln2
ENSMUST00000078061	Ehmt2
ENSMUST00000114033	Ehmt2
ENSMUST00000115086	Ei24
ENSMUST00000094651	Eid2b
ENSMUST00000078079	Eif1a
ENSMUST00000025759	Eif1ad
ENSMUST00000087143	Eif1ax
ENSMUST00000007139	Eif1b
ENSMUST00000100487	Eif2ak1
ENSMUST00000034093	Eif2ak3
ENSMUST00000031334	Eif2b1
ENSMUST00000004910	Eif2b2
ENSMUST00000003320	Eif2b5
ENSMUST00000068791	Eif2d
ENSMUST00000068805	Eif2d
ENSMUST00000071230	Eif2s1
ENSMUST00000099173	Eif2s2
ENSMUST00000166171	Eif2s2
ENSMUST00000025955	Eif3a
ENSMUST00000199377	Eif3b
ENSMUST00000100507	Eif3b
ENSMUST00000032992	Eif3c
ENSMUST00000100484	Eif3d
ENSMUST00000022960	Eif3e
ENSMUST00000004206	Eif3g
ENSMUST00000102593	Eif3i
ENSMUST00000066070	Eif3k
ENSMUST00000040518	Eif3l
ENSMUST00000028592	Eif3m
ENSMUST00000163666	Eif4a1
ENSMUST00000077605	Eif4a2
ENSMUST00000026667	Eif4a3
ENSMUST00000169681	Eif4b
ENSMUST00000029803	Eif4e
ENSMUST00000200239	Eif4e
ENSMUST00000076362	Eif4e2
ENSMUST00000113235	Eif4e2
ENSMUST00000113231	Eif4e2
ENSMUST00000113232	Eif4e2
ENSMUST00000110049	Eif4enif1
ENSMUST00000162415	Eif4g2
ENSMUST00000161051	Eif4g2
ENSMUST00000036125	Eif4h
ENSMUST00000202622	Eif4h
ENSMUST00000166123	Eif5
ENSMUST00000108613	Eif5a
ENSMUST00000108612	Eif5a
ENSMUST00000164359	Eif5a
ENSMUST00000027252	Eif5b
ENSMUST00000109638	Eif6
ENSMUST00000029142	Eif6
ENSMUST00000041138	Elac1
ENSMUST00000209010	Elavl1
ENSMUST00000098950	Elavl1
ENSMUST00000009550	Elk1
ENSMUST00000093454	Ell
ENSMUST00000053902	Elmod2
ENSMUST00000013966	Elof1
ENSMUST00000034904	Elovl5
ENSMUST00000025120	Elp2
ENSMUST00000022609	Elp3
ENSMUST00000108594	Elp5
ENSMUST00000118515	Emc10
ENSMUST00000118808	Emc10
ENSMUST00000022962	Emc2
ENSMUST00000032425	Emc3
ENSMUST00000028551	Emc4
ENSMUST00000054952	Emc6
ENSMUST00000069747	Emc7
ENSMUST00000034277	Emc8
ENSMUST00000181836	Emc8
ENSMUST00000002029	Emd
ENSMUST00000088313	Emd
ENSMUST00000119848	Eme2
ENSMUST00000004379	Emg1
ENSMUST00000096241	Eml3
ENSMUST00000205276	Emsy
ENSMUST00000205911	Emsy
ENSMUST00000037983	Ensa
ENSMUST00000058230	Ensa
ENSMUST00000094467	Entpd6
ENSMUST00000060652	Eny2
ENSMUST00000068387	Ep300
ENSMUST00000115870	Epc1
ENSMUST00000044622	Epg5
ENSMUST00000098845	Epn1
ENSMUST00000208634	Epn1
ENSMUST00000163643	Eps15l1
ENSMUST00000021183	Eral1
ENSMUST00000025241	Ercc3
ENSMUST00000027214	Ercc5
ENSMUST00000167662	Ergic1
ENSMUST00000143282	Ergic2
ENSMUST00000136008	Ergic2
ENSMUST00000006035	Ergic3
ENSMUST00000166931	Erh
ENSMUST00000021559	Erh
ENSMUST00000033927	Eri1
ENSMUST00000037127	Eri3
ENSMUST00000110813	Erich1
ENSMUST00000073192	Erlec1
ENSMUST00000033873	Erlin2
ENSMUST00000097393	Ermard
ENSMUST00000159692	Ermp1
ENSMUST00000052590	Erp29
ENSMUST00000130451	Erp29
ENSMUST00000030028	Erp44
ENSMUST00000025218	Etf1
ENSMUST00000073308	Ewsr1
ENSMUST00000038185	Exd2
ENSMUST00000049469	Exoc1
ENSMUST00000021785	Exoc2
ENSMUST00000035934	Exoc3
ENSMUST00000052266	Exoc4
ENSMUST00000162175	Exoc5
ENSMUST00000106411	Exoc7
ENSMUST00000098312	Exoc8
ENSMUST00000075280	Exosc1
ENSMUST00000038474	Exosc2
ENSMUST00000059045	Exosc4
ENSMUST00000026891	Exosc7
ENSMUST00000029269	Exosc9
ENSMUST00000028623	Ext2
ENSMUST00000106502	Extl2
ENSMUST00000178473	Faap20
ENSMUST00000097747	Faap20
ENSMUST00000033394	Fadd
ENSMUST00000102724	Faf1
ENSMUST00000026991	Faf2
ENSMUST00000126071	Faf2
ENSMUST00000120194	Fam104a
ENSMUST00000020831	Fam114a2
ENSMUST00000036540	Fam117b
ENSMUST00000060805	Fam120a
ENSMUST00000055352	Fam120b
ENSMUST00000099556	Fam122a
ENSMUST00000030849	Fam126a
ENSMUST00000197082	Fam133b
ENSMUST00000071492	Fam136a
ENSMUST00000040506	Fam13b
ENSMUST00000037698	Fam149b
ENSMUST00000090499	Fam149b
ENSMUST00000036407	Fam160b1
ENSMUST00000022690	Fam160b2
ENSMUST00000049053	Fam168a
ENSMUST00000167518	Fam168b
ENSMUST00000047534	Fam168b
ENSMUST00000042702	Fam173b
ENSMUST00000034226	Fam192a
ENSMUST00000180376	Fam193a
ENSMUST00000021957	Fam193b
ENSMUST00000065286	Fam204a
ENSMUST00000045368	Fam206a
ENSMUST00000045454	Fam207a
ENSMUST00000122424	Fam20b
ENSMUST00000086153	Fam20b
ENSMUST00000093833	Fam219b
ENSMUST00000114200	Fam219b
ENSMUST00000003123	Fam32a
ENSMUST00000025957	Fam45a
ENSMUST00000119633	Fam45a
ENSMUST00000063838	Fam49b
ENSMUST00000164532	Fam49b
ENSMUST00000114160	Fam50a
ENSMUST00000065162	Fam53a
ENSMUST00000065119	Fam53a
ENSMUST00000031198	Fam69a
ENSMUST00000030696	Fam76a
ENSMUST00000059579	Fam76b
ENSMUST00000037270	Fam91a1
ENSMUST00000112507	Fam98a
ENSMUST00000028825	Fam98b
ENSMUST00000033018	Far1
ENSMUST00000021857	Fars2
ENSMUST00000115043	Fastk
ENSMUST00000051784	Fastkd3
ENSMUST00000106435	Fbf1
ENSMUST00000042405	Fbl
ENSMUST00000032094	Fbxl14
ENSMUST00000024761	Fbxl17
ENSMUST00000110766	Fbxl18
ENSMUST00000145693	Fbxl3
ENSMUST00000022720	Fbxl3
ENSMUST00000039234	Fbxl4
ENSMUST00000023219	Fbxl6
ENSMUST00000130379	Fbxo11
ENSMUST00000043520	Fbxo25
ENSMUST00000051431	Fbxo28
ENSMUST00000028603	Fbxo3
ENSMUST00000048688	Fbxo38
ENSMUST00000022791	Fbxo4
ENSMUST00000030757	Fbxo42
ENSMUST00000042732	Fbxo45
ENSMUST00000053109	Fbxo46
ENSMUST00000117597	Fbxo7
ENSMUST00000046869	Fbxw4
ENSMUST00000015239	Fbxw5
ENSMUST00000107679	Fbxw7
ENSMUST00000049474	Fbxw8
ENSMUST00000095220	Fbxw9
ENSMUST00000021669	Fcf1
ENSMUST00000042391	Fdxacb1
ENSMUST00000025484	Fech
ENSMUST00000034775	Fem1b
ENSMUST00000036226	Fem1c
ENSMUST00000024636	Fgfr1op
ENSMUST00000111663	Fgfr1op2
ENSMUST00000067404	Fgfr1op2
ENSMUST00000037836	Fgfr1op2
ENSMUST00000025847	Fibp
ENSMUST00000065698	Ficd
ENSMUST00000043814	Fig4
ENSMUST00000113535	Fip1l1
ENSMUST00000113536	Fip1l1
ENSMUST00000019198	Fis1
ENSMUST00000077385	Fiz1
ENSMUST00000098033	Fkbp15
ENSMUST00000177752	Fkbp2
ENSMUST00000070878	Fkbp2
ENSMUST00000032508	Fkbp4
ENSMUST00000119353	Fkbp8
ENSMUST00000119698	Fkbp8
ENSMUST00000075491	Fkbp8
ENSMUST00000036720	Fkbpl
ENSMUST00000061390	Fkrp
ENSMUST00000091246	Flcn
ENSMUST00000102697	Flcn
ENSMUST00000002889	Flii
ENSMUST00000001569	Flot1
ENSMUST00000046835	Fnip1
ENSMUST00000023357	Fopnl
ENSMUST00000044564	Foxj3
ENSMUST00000106310	Foxj3
ENSMUST00000072837	Foxk1
ENSMUST00000106113	Foxk2
ENSMUST00000112238	Foxn2
ENSMUST00000105502	Foxo3
ENSMUST00000033999	Frg1
ENSMUST00000020381	Frs2
ENSMUST00000202697	Fryl
ENSMUST00000069718	Fto
ENSMUST00000033513	Ftsj1
ENSMUST00000115595	Ftsj1
ENSMUST00000021048	Ftsj3
ENSMUST00000113482	Fubp3
ENSMUST00000060212	Fuca2
ENSMUST00000121465	Fuca2
ENSMUST00000026016	Fundc1
ENSMUST00000033541	Fundc2
ENSMUST00000106251	Fus
ENSMUST00000141997	Fus
ENSMUST00000077609	Fus
ENSMUST00000121616	Fus
ENSMUST00000048016	Fut11
ENSMUST00000200392	Fxr1
ENSMUST00000018909	Fxr2
ENSMUST00000023489	Fyttd1
ENSMUST00000140901	Fzr1
ENSMUST00000018727	G3bp1
ENSMUST00000113127	G3bp2
ENSMUST00000078975	G6pc3
ENSMUST00000070334	G6pc3
ENSMUST00000034428	Gabarapl2
ENSMUST00000009120	Gabpa
ENSMUST00000156110	Gak
ENSMUST00000096246	Ganab
ENSMUST00000113111	Gapvd1
ENSMUST00000102800	Gapvd1
ENSMUST00000003572	Gars
ENSMUST00000120450	Gart
ENSMUST00000093043	Gas8
ENSMUST00000007559	Gatad1
ENSMUST00000196304	Gatad1
ENSMUST00000116463	Gatad2a
ENSMUST00000199754	Gatad2b
ENSMUST00000127348	Gatb
ENSMUST00000139167	Gatc
ENSMUST00000026254	Gbf1
ENSMUST00000090511	Gcc1
ENSMUST00000003907	Gcdh
ENSMUST00000029459	Gdap2
ENSMUST00000059515	Gdi2
ENSMUST00000062915	Gdpgp1
ENSMUST00000172035	Gemin5
ENSMUST00000026976	Get4
ENSMUST00000013294	Gfod2
ENSMUST00000113658	Gfpt1
ENSMUST00000041587	Gga1
ENSMUST00000033160	Gga2
ENSMUST00000065906	Ggcx
ENSMUST00000194207	Ggcx
ENSMUST00000154915	Ggnbp2
ENSMUST00000172405	Ggnbp2
ENSMUST00000132098	Ggnbp2
ENSMUST00000017891	Ghdc
ENSMUST00000070681	Gid4
ENSMUST00000029090	Gid8
ENSMUST00000033950	Gins4
ENSMUST00000112185	Git2
ENSMUST00000019859	Gle1
ENSMUST00000185362	Glrx2
ENSMUST00000111957	Glrx2
ENSMUST00000129653	Glrx2
ENSMUST00000155587	Gls
ENSMUST00000114513	Gls
ENSMUST00000168584	Glt8d1
ENSMUST00000022322	Glud1
ENSMUST00000023189	Glyr1
ENSMUST00000115844	Glyr1
ENSMUST00000047057	Gm17018
ENSMUST00000174651	Gm20604
ENSMUST00000189185	Gm29666
ENSMUST00000001185	Gmcl1
ENSMUST00000049032	Gmeb2
ENSMUST00000079314	Gmfb
ENSMUST00000111817	Gmfb
ENSMUST00000037796	Gmppa
ENSMUST00000002397	Gmpr2
ENSMUST00000029405	Gmps
ENSMUST00000043604	Gna11
ENSMUST00000020930	Gna13
ENSMUST00000000001	Gnai3
ENSMUST00000105616	Gnb1
ENSMUST00000030940	Gnb1
ENSMUST00000176637	Gnb1
ENSMUST00000087200	Gnl1
ENSMUST00000030684	Gnl2
ENSMUST00000037739	Gnl3
ENSMUST00000034466	Gnpat
ENSMUST00000046191	Gnpnat1
ENSMUST00000115154	Gnptg
ENSMUST00000038973	Gnptg
ENSMUST00000112512	Golga3
ENSMUST00000084820	Golga4
ENSMUST00000059680	Golph3
ENSMUST00000032372	Golt1b
ENSMUST00000020008	Gopc
ENSMUST00000045138	Gorab
ENSMUST00000028509	Gorasp2
ENSMUST00000010536	Gosr1
ENSMUST00000021329	Gosr2
ENSMUST00000034097	Got2
ENSMUST00000022585	Gpalpp1
ENSMUST00000079693	Gpatch1
ENSMUST00000170759	Gpatch11
ENSMUST00000071106	Gpatch2l
ENSMUST00000143842	Gpatch8
ENSMUST00000047627	Gpbp1
ENSMUST00000030460	Gpbp1l1
ENSMUST00000146623	Gpd1l
ENSMUST00000110388	Gphn
ENSMUST00000038027	Gpi1
ENSMUST00000049896	Gpkow
ENSMUST00000076949	Gpn1
ENSMUST00000030661	Gpn2
ENSMUST00000031420	Gpn3
ENSMUST00000005975	Gpr108
ENSMUST00000022728	Gpr180
ENSMUST00000029738	Gpr89
ENSMUST00000116305	Gps1
ENSMUST00000100134	Gps1
ENSMUST00000183037	Gpx4
ENSMUST00000001115	Grk6
ENSMUST00000062991	Grpel2
ENSMUST00000113234	Grsf1
ENSMUST00000107723	Grwd1
ENSMUST00000071739	Gsk3a
ENSMUST00000023507	Gsk3b
ENSMUST00000051934	Gskip
ENSMUST00000167571	Gspt1
ENSMUST00000167025	Gspt1
ENSMUST00000080030	Gspt1
ENSMUST00000029651	Gstcd
ENSMUST00000026050	Gsto1
ENSMUST00000063117	Gstz1
ENSMUST00000112810	Gtdc1
ENSMUST00000021345	Gtf2a1
ENSMUST00000029938	Gtf2b
ENSMUST00000023525	Gtf2e1
ENSMUST00000170705	Gtf2e2
ENSMUST00000167264	Gtf2e2
ENSMUST00000002733	Gtf2f1
ENSMUST00000088922	Gtf2f2
ENSMUST00000006774	Gtf2h1
ENSMUST00000001565	Gtf2h4
ENSMUST00000100955	Gtf2h5
ENSMUST00000039487	Gtf2h5
ENSMUST00000173341	Gtf2i
ENSMUST00000146511	Gtf3a
ENSMUST00000132102	Gtf3a
ENSMUST00000055506	Gtf3c1
ENSMUST00000041638	Gtf3c3
ENSMUST00000028157	Gtf3c5
ENSMUST00000019982	Gtf3c6
ENSMUST00000046463	Gtpbp1
ENSMUST00000162512	Gtpbp8
ENSMUST00000170202	Guk1
ENSMUST00000049484	Gxylt1
ENSMUST00000028928	Gzf1
ENSMUST00000089059	H13
ENSMUST00000109737	H2afv
ENSMUST00000093346	H2afv
ENSMUST00000016703	H3f3b
ENSMUST00000036615	Hacd3
ENSMUST00000001416	Hars
ENSMUST00000152954	Hars2
ENSMUST00000028408	Hat1
ENSMUST00000033737	Haus7
ENSMUST00000079724	Hax1
ENSMUST00000172314	Hbp1
ENSMUST00000167458	Hbp1
ENSMUST00000020153	Hbs1l
ENSMUST00000033717	Hccs
ENSMUST00000128136	Hcfc1
ENSMUST00000020478	Hcfc2
ENSMUST00000160681	Hcfc2
ENSMUST00000102597	Hdac1
ENSMUST00000043498	Hdac3
ENSMUST00000097644	Hdac4
ENSMUST00000087916	Hdac8
ENSMUST00000005017	Hdgf
ENSMUST00000150990	Hdhd2
ENSMUST00000145634	Hdhd2
ENSMUST00000042498	Hdlbp
ENSMUST00000170883	Hdlbp
ENSMUST00000059270	Heatr1
ENSMUST00000040583	Heatr5a
ENSMUST00000097281	Heatr5b
ENSMUST00000001002	Heatr6
ENSMUST00000037879	Heca
ENSMUST00000050067	Hectd3
ENSMUST00000020449	Helb
ENSMUST00000044684	Helq
ENSMUST00000035196	Hemk1
ENSMUST00000042824	Herc1
ENSMUST00000076226	Herc2
ENSMUST00000041401	Herc3
ENSMUST00000020258	Herc4
ENSMUST00000008573	Herpud2
ENSMUST00000106205	Hgs
ENSMUST00000026900	Hgs
ENSMUST00000110461	Hif1a
ENSMUST00000040455	Hif1an
ENSMUST00000060251	Higd1a
ENSMUST00000034629	Hinfp
ENSMUST00000020504	Hint1
ENSMUST00000118317	Hipk1
ENSMUST00000120532	Hira
ENSMUST00000004222	Hira
ENSMUST00000090781	Hist2h2be
ENSMUST00000060148	Hivep1
ENSMUST00000099691	Hk1
ENSMUST00000072357	Hk1
ENSMUST00000163193	Hlcs
ENSMUST00000022544	Hmbox1
ENSMUST00000034879	Hmg20a
ENSMUST00000110505	Hmgb1
ENSMUST00000093196	Hmgb1
ENSMUST00000085546	Hmgb1
ENSMUST00000091884	Hmgxb3
ENSMUST00000004172	Hmox2
ENSMUST00000121529	Hmox2
ENSMUST00000120232	Hmox2
ENSMUST00000087351	Hnrnpa1
ENSMUST00000036004	Hnrnpa1
ENSMUST00000069949	Hnrnpa2b1
ENSMUST00000203220	Hnrnpa2b1
ENSMUST00000204188	Hnrnpa2b1
ENSMUST00000090002	Hnrnpa2b1
ENSMUST00000101249	Hnrnpab
ENSMUST00000109103	Hnrnpab
ENSMUST00000074669	Hnrnpab
ENSMUST00000164655	Hnrnpc
ENSMUST00000111610	Hnrnpc
ENSMUST00000171786	Hnrnpd
ENSMUST00000072750	Hnrnpd
ENSMUST00000112939	Hnrnpd
ENSMUST00000172361	Hnrnpd
ENSMUST00000153442	Hnrnpdl
ENSMUST00000128187	Hnrnpdl
ENSMUST00000116403	Hnrnpk
ENSMUST00000043269	Hnrnpk
ENSMUST00000177497	Hnrnpk
ENSMUST00000174548	Hnrnpl
ENSMUST00000174477	Hnrnpl
ENSMUST00000172529	Hnrnpl
ENSMUST00000087582	Hnrnpm
ENSMUST00000148178	Hnrnpm
ENSMUST00000037748	Hnrnpu
ENSMUST00000206832	Hnrnpul1
ENSMUST00000096753	Hnrnpul2
ENSMUST00000097836	Hp1bp3
ENSMUST00000099393	Hps6
ENSMUST00000097957	Hras
ENSMUST00000043325	Hs2st1
ENSMUST00000034300	Hsbp1
ENSMUST00000056937	Hscb
ENSMUST00000028619	Hsd17b12
ENSMUST00000025385	Hsd17b4
ENSMUST00000036049	Hsdl1
ENSMUST00000072838	Hsf1
ENSMUST00000079833	Hsf2
ENSMUST00000024739	Hsp90ab1
ENSMUST00000020238	Hsp90b1
ENSMUST00000046283	Hspa13
ENSMUST00000020630	Hspa4
ENSMUST00000100171	Hspa5
ENSMUST00000027123	Hspd1
ENSMUST00000075242	Hspe1
ENSMUST00000088652	Htatsf1
ENSMUST00000089645	Htra2
ENSMUST00000080036	Htt
ENSMUST00000066601	Hyou1
ENSMUST00000076813	Iah1
ENSMUST00000047363	Iars
ENSMUST00000027921	Iars2
ENSMUST00000039213	Ibtk
ENSMUST00000043493	Ice1
ENSMUST00000034761	Ice2
ENSMUST00000048892	Icmt
ENSMUST00000131070	Ide
ENSMUST00000026487	Ier3ip1
ENSMUST00000041565	Ift172
ENSMUST00000108275	Ift20
ENSMUST00000128788	Ift20
ENSMUST00000016781	Ift27
ENSMUST00000118186	Ift46
ENSMUST00000018002	Ift52
ENSMUST00000033570	Igbp1
ENSMUST00000025751	Ighmbp2
ENSMUST00000007042	Ik
ENSMUST00000033939	Ikbkb
ENSMUST00000001042	Ilf2
ENSMUST00000115414	Ilf3
ENSMUST00000067646	Ilf3
ENSMUST00000027534	Ilkap
ENSMUST00000037499	Immp1l
ENSMUST00000027303	Imp4
ENSMUST00000065938	Impa1
ENSMUST00000118410	Impa1
ENSMUST00000054399	Ing1
ENSMUST00000080353	Ing2
ENSMUST00000031680	Ing3
ENSMUST00000115389	Ing3
ENSMUST00000027505	Ing5
ENSMUST00000095063	Inip
ENSMUST00000049920	Ino80
ENSMUST00000153360	Ino80c
ENSMUST00000027271	Inpp1
ENSMUST00000094782	Inpp5b
ENSMUST00000003818	Insig2
ENSMUST00000091291	Insr
ENSMUST00000072607	Ints1
ENSMUST00000034328	Ints10
ENSMUST00000029650	Ints12
ENSMUST00000029542	Ints3
ENSMUST00000026126	Ints4
ENSMUST00000043914	Ints9
ENSMUST00000030029	Invs
ENSMUST00000176854	Ip6k1
ENSMUST00000035214	Ip6k1
ENSMUST00000079252	Ipmk
ENSMUST00000080856	Ipo11
ENSMUST00000032898	Ipo5
ENSMUST00000048418	Ipo8
ENSMUST00000041023	Ipo9
ENSMUST00000021817	Ippk
ENSMUST00000121442	Iqcc
ENSMUST00000046675	Iqcc
ENSMUST00000101153	Iqsec1
ENSMUST00000113245	Irak1bp1
ENSMUST00000034843	Ireb2
ENSMUST00000049020	Irgq
ENSMUST00000021667	Isca2
ENSMUST00000112312	Iscu
ENSMUST00000026937	Iscu
ENSMUST00000112311	Iscu
ENSMUST00000055984	Isg20l2
ENSMUST00000025503	Isoc1
ENSMUST00000034164	Ist1
ENSMUST00000029126	Itch
ENSMUST00000109685	Itch
ENSMUST00000034140	Itfg1
ENSMUST00000001559	Itfg2
ENSMUST00000103193	Itpa
ENSMUST00000062580	Itsn2
ENSMUST00000028807	Ivd
ENSMUST00000025243	Iws1
ENSMUST00000204254	Jagn1
ENSMUST00000101070	Jagn1
ENSMUST00000102781	Jak1
ENSMUST00000173246	Jarid2
ENSMUST00000117449	Jkamp
ENSMUST00000026832	Jmjd8
ENSMUST00000023061	Josd1
ENSMUST00000029546	Jtb
ENSMUST00000023727	Kansl2
ENSMUST00000116400	Kansl2
ENSMUST00000185912	Kansl3
ENSMUST00000010597	Kansl3
ENSMUST00000093120	Kars
ENSMUST00000034426	Kars
ENSMUST00000000724	Kat2b
ENSMUST00000113641	Kat5
ENSMUST00000033070	Kat8
ENSMUST00000034239	Katnb1
ENSMUST00000114323	Kbtbd2
ENSMUST00000111464	Kbtbd4
ENSMUST00000068697	Kcmf1
ENSMUST00000204598	Kcmf1
ENSMUST00000103035	Kctd2
ENSMUST00000118762	Kctd20
ENSMUST00000017090	Kctd5
ENSMUST00000002855	Kdelr1
ENSMUST00000110731	Kdelr2
ENSMUST00000105847	Kdm1a
ENSMUST00000075856	Kdm2a
ENSMUST00000043775	Kdm3b
ENSMUST00000106406	Kdm4a
ENSMUST00000097911	Kdm4a
ENSMUST00000141507	Kdm4b
ENSMUST00000005108	Kdm5a
ENSMUST00000112588	Kdm5c
ENSMUST00000044484	Kdm6a
ENSMUST00000033010	Kdm8
ENSMUST00000194542	Keap1
ENSMUST00000066257	Khdrbs1
ENSMUST00000007814	Khsrp
ENSMUST00000066652	Kidins220
ENSMUST00000056978	Kif13a
ENSMUST00000043589	Kif16b
ENSMUST00000065887	Kif1bp
ENSMUST00000122233	Kif2a
ENSMUST00000022204	Kif2a
ENSMUST00000038558	Klf16
ENSMUST00000114086	Klf7
ENSMUST00000068259	Klhdc10
ENSMUST00000021362	Klhdc2
ENSMUST00000071841	Klhdc3
ENSMUST00000045884	Klhdc4
ENSMUST00000111611	Klhl20
ENSMUST00000030841	Klhl7
ENSMUST00000094993	Klhl9
ENSMUST00000006470	Kmt2b
ENSMUST00000131002	Kmt2b
ENSMUST00000116280	Knop1
ENSMUST00000004054	Kpna1
ENSMUST00000022496	Kpna3
ENSMUST00000029353	Kpna4
ENSMUST00000194558	Kpna4
ENSMUST00000102590	Kpna6
ENSMUST00000032399	Kras
ENSMUST00000163048	Krr1
ENSMUST00000018478	Ksr1
ENSMUST00000093456	Kxd1
ENSMUST00000023029	L3mbtl2
ENSMUST00000034929	Lactb
ENSMUST00000027071	Lactb2
ENSMUST00000015433	Lage3
ENSMUST00000016678	Lamp2
ENSMUST00000061755	Lamp2
ENSMUST00000033131	Lamtor1
ENSMUST00000168345	Lamtor3
