Ensembl ID	Gene
ENSMUST00000088788	Ppp6r2
ENSMUST00000030412	Ppt1
ENSMUST00000053426	Pptc7
ENSMUST00000022226	Ppwd1
ENSMUST00000033497	Pqbp1
ENSMUST00000115655	Pqbp1
ENSMUST00000180614	Pramef8
ENSMUST00000005015	Prcc
ENSMUST00000105778	Prdm2
ENSMUST00000037646	Prdm4
ENSMUST00000026328	Prdx4
ENSMUST00000025904	Prdx5
ENSMUST00000149261	Prdx5
ENSMUST00000074840	Preb
ENSMUST00000202567	Preb
ENSMUST00000099858	Prep
ENSMUST00000072406	Prepl
ENSMUST00000051186	Prkaa1
ENSMUST00000045743	Prkab2
ENSMUST00000102515	Prkacb
ENSMUST00000168846	Prkag1
ENSMUST00000049527	Prkar1a
ENSMUST00000106677	Prkar1a
ENSMUST00000035220	Prkar2a
ENSMUST00000108249	Prkci
ENSMUST00000115331	Prkcsh
ENSMUST00000003493	Prkcsh
ENSMUST00000023352	Prkdc
ENSMUST00000002808	Prkra
ENSMUST00000151786	Prkrip1
ENSMUST00000095926	Prl8a1
ENSMUST00000032715	Prmt3
ENSMUST00000023873	Prmt5
ENSMUST00000071592	Prmt7
ENSMUST00000039900	Prorsd1
ENSMUST00000133103	Prorsd1
ENSMUST00000058577	Proser1
ENSMUST00000035721	Prpf18
ENSMUST00000025642	Prpf19
ENSMUST00000179297	Prpf19
ENSMUST00000008517	Prpf31
ENSMUST00000108636	Prpf31
ENSMUST00000079213	Prpf38a
ENSMUST00000120580	Prpf39
ENSMUST00000084524	Prpf4
ENSMUST00000139049	Prps1l3
ENSMUST00000106391	Prpsap1
ENSMUST00000106292	Prr14
ENSMUST00000120129	Prr14l
ENSMUST00000172429	Prr3
ENSMUST00000025490	Prrc1
ENSMUST00000025253	Prrc2a
ENSMUST00000174805	Prrc2a
ENSMUST00000036691	Prrc2b
ENSMUST00000183223	Prrc2c
ENSMUST00000101225	Psen1
ENSMUST00000071399	Psg16
ENSMUST00000049699	Pskh1
ENSMUST00000170836	Psma2
ENSMUST00000034848	Psma4
ENSMUST00000090569	Psma5
ENSMUST00000021412	Psma6
ENSMUST00000029082	Psma7
ENSMUST00000014913	Psmb1
ENSMUST00000030642	Psmb2
ENSMUST00000005923	Psmb4
ENSMUST00000018430	Psmb6
ENSMUST00000028083	Psmb7
ENSMUST00000021595	Psmc1
ENSMUST00000030769	Psmc2
ENSMUST00000067663	Psmc3
ENSMUST00000032824	Psmc4
ENSMUST00000021049	Psmc5
ENSMUST00000022380	Psmc6
ENSMUST00000027432	Psmd1
ENSMUST00000033805	Psmd10
ENSMUST00000173938	Psmd11
ENSMUST00000017572	Psmd11
ENSMUST00000021063	Psmd12
ENSMUST00000106750	Psmd12
ENSMUST00000163610	Psmd13
ENSMUST00000130462	Psmd13
ENSMUST00000026560	Psmd13
ENSMUST00000028278	Psmd14
ENSMUST00000017365	Psmd3
ENSMUST00000123676	Psmd3
ENSMUST00000071664	Psmd4
ENSMUST00000107237	Psmd4
ENSMUST00000028225	Psmd5
ENSMUST00000135575	Psmd5
ENSMUST00000022256	Psmd6
ENSMUST00000044106	Psmd7
ENSMUST00000209034	Psmd8
ENSMUST00000182328	Psmd8
ENSMUST00000197809	Psmd9
ENSMUST00000100729	Psmd9
ENSMUST00000019470	Psme3
ENSMUST00000041231	Psme4
ENSMUST00000023630	Psmg1
ENSMUST00000025418	Psmg2
ENSMUST00000031531	Psmg3
ENSMUST00000022507	Pspc1
ENSMUST00000031399	Psph
ENSMUST00000031628	Ptcd1
ENSMUST00000022153	Ptcd2
ENSMUST00000021990	Ptdss1
ENSMUST00000013807	Pten
ENSMUST00000042055	Ptpa
ENSMUST00000100770	Ptpn11
ENSMUST00000054547	Ptpn11
ENSMUST00000025420	Ptpn2
ENSMUST00000034832	Ptpn9
ENSMUST00000086828	Ptprs
ENSMUST00000108022	Ptrh2
ENSMUST00000179139	Ptrhd1
ENSMUST00000034570	Pts
ENSMUST00000100527	Puf60
ENSMUST00000002599	Puf60
ENSMUST00000201060	Pum1
ENSMUST00000202551	Pum1
ENSMUST00000178015	Pum2
ENSMUST00000076219	Pum3
ENSMUST00000051301	Pura
ENSMUST00000179343	Purb
ENSMUST00000109525	Pus10
ENSMUST00000034615	Pus3
ENSMUST00000049151	Pus7l
ENSMUST00000097737	Pusl1
ENSMUST00000001836	Pwp1
ENSMUST00000042556	Pwp2
ENSMUST00000109280	Pwwp2a
ENSMUST00000053918	Pycrl
ENSMUST00000163377	Pym1
ENSMUST00000032566	Qpctl
ENSMUST00000006851	Qrich1
ENSMUST00000020012	Qrsl1
ENSMUST00000036187	Qsox2
ENSMUST00000091263	Qsox2
ENSMUST00000002902	Qtrt1
ENSMUST00000121142	R3hcc1
ENSMUST00000118374	R3hcc1
ENSMUST00000160107	R3hcc1l
ENSMUST00000026188	R3hcc1l
ENSMUST00000021001	Rab10
ENSMUST00000172298	Rab11a
ENSMUST00000169058	Rab11a
ENSMUST00000057373	Rab11b
ENSMUST00000173860	Rab11b
ENSMUST00000028238	Rab14
ENSMUST00000097680	Rab18
ENSMUST00000025804	Rab1b
ENSMUST00000020343	Rab21
ENSMUST00000029024	Rab22a
ENSMUST00000035242	Rab24
ENSMUST00000031011	Rab28
ENSMUST00000060232	Rab2a
ENSMUST00000054387	Rab33b
ENSMUST00000031492	Rab35
ENSMUST00000037649	Rab3gap1
ENSMUST00000194740	Rab3gap2
ENSMUST00000017975	Rab5a
ENSMUST00000019317	Rab5c
ENSMUST00000107364	Rab5c
ENSMUST00000032946	Rab6a
ENSMUST00000107048	Rab6a
ENSMUST00000113600	Rab7
ENSMUST00000113596	Rab7
ENSMUST00000003121	Rab8a
ENSMUST00000112091	Rab9
ENSMUST00000076270	Rabep1
ENSMUST00000145903	Rabepk
ENSMUST00000118108	Rabepk
ENSMUST00000119797	Rabgef1
ENSMUST00000062861	Rabggta
ENSMUST00000163889	Rabggta
ENSMUST00000089950	Rabggtb
ENSMUST00000047978	Rabif
ENSMUST00000058137	Rabl6
ENSMUST00000080537	Rac1
ENSMUST00000100489	Rac1
ENSMUST00000022927	Rad21
ENSMUST00000003911	Rad23a
ENSMUST00000109761	Rad23a
ENSMUST00000144675	Rad23a
ENSMUST00000030134	Rad23b
ENSMUST00000046502	Rad54l2
ENSMUST00000181329	Rad9a
ENSMUST00000029013	Rae1
ENSMUST00000009003	Rala
ENSMUST00000024905	Ralbp1
ENSMUST00000058089	Raly
ENSMUST00000031383	Ran
ENSMUST00000183528	Ranbp1
ENSMUST00000041400	Ranbp10
ENSMUST00000003310	Ranbp2
ENSMUST00000002445	Ranbp3
ENSMUST00000144326	Ranbp9
ENSMUST00000052374	Rangap1
ENSMUST00000029796	Rap1gds1
ENSMUST00000053593	Rap2c
ENSMUST00000147488	Rapgef1
ENSMUST00000102872	Rapgef1
ENSMUST00000018992	Rars
ENSMUST00000029968	Rars2
ENSMUST00000115487	Raver1
ENSMUST00000102598	Rbbp4
ENSMUST00000052135	Rbbp6
ENSMUST00000205495	Rbbp6
ENSMUST00000033720	Rbbp7
ENSMUST00000112327	Rbbp7
ENSMUST00000028915	Rbbp9
ENSMUST00000028964	Rbck1
ENSMUST00000109847	Rbck1
ENSMUST00000084383	Rbm10
ENSMUST00000115375	Rbm10
ENSMUST00000006625	Rbm14
ENSMUST00000113793	Rbm14
ENSMUST00000061772	Rbm15
ENSMUST00000055843	Rbm15b
ENSMUST00000040314	Rbm17
ENSMUST00000028251	Rbm18
ENSMUST00000025506	Rbm22
ENSMUST00000048155	Rbm25
ENSMUST00000163545	Rbm26
ENSMUST00000163499	Rbm26
ENSMUST00000172122	Rbm26
ENSMUST00000046972	Rbm27
ENSMUST00000091920	Rbm27
ENSMUST00000007993	Rbm28
ENSMUST00000059644	Rbm33
ENSMUST00000045994	Rbm34
ENSMUST00000180248	Rbm4
ENSMUST00000108141	Rbm42
ENSMUST00000042726	Rbm42
ENSMUST00000046389	Rbm45
ENSMUST00000170000	Rbm7
ENSMUST00000196456	Rbm8a
ENSMUST00000048915	Rbm8a
ENSMUST00000033433	Rbmx2
ENSMUST00000211719	Rbmxl1
ENSMUST00000049245	Rbmxl1
ENSMUST00000023036	Rbx1
ENSMUST00000161609	Rc3h1
ENSMUST00000100143	Rc3h2
ENSMUST00000030606	Rcan3
ENSMUST00000025823	Rce1
ENSMUST00000031345	Rchy1
ENSMUST00000169948	Rchy1
ENSMUST00000114276	Rcn2
ENSMUST00000084968	Rcor1
ENSMUST00000161204	Rdh11
ENSMUST00000163153	Rdx
ENSMUST00000047218	Reep4
ENSMUST00000030914	Rer1
ENSMUST00000105680	Rere
ENSMUST00000105682	Rere
ENSMUST00000027251	Rev1
ENSMUST00000034524	Rexo2
ENSMUST00000023867	Rfc2
ENSMUST00000038131	Rfc3
ENSMUST00000086461	Rfc5
ENSMUST00000038739	Rfwd3
ENSMUST00000005600	Rfx1
ENSMUST00000075724	Rfxank
ENSMUST00000044373	Rfxap
ENSMUST00000107886	Rgp1
ENSMUST00000027322	Rhbdd1
ENSMUST00000043707	Rhbdd2
ENSMUST00000030787	Rheb
ENSMUST00000017831	Rhot1
ENSMUST00000092857	Rhot1
ENSMUST00000134894	Rhot1
ENSMUST00000077451	Rhot1
ENSMUST00000043897	Rhot2
ENSMUST00000043610	Ric1
ENSMUST00000022946	Rida
ENSMUST00000025183	Ring1
ENSMUST00000021866	Riok1
ENSMUST00000025270	Riok3
ENSMUST00000056635	Rlf
ENSMUST00000042450	Rmi1
ENSMUST00000002292	Rmnd5a
ENSMUST00000149415	Rmnd5a
ENSMUST00000020959	Rnaseh1
ENSMUST00000128972	Rnaseh2a
ENSMUST00000183146	Rnf113a2
ENSMUST00000029740	Rnf115
ENSMUST00000096639	Rnf121
ENSMUST00000047203	Rnf126
ENSMUST00000052396	Rnf138
ENSMUST00000072847	Rnf138
ENSMUST00000036904	Rnf139
ENSMUST00000171461	Rnf14
ENSMUST00000170811	Rnf14
ENSMUST00000177236	Rnf141
ENSMUST00000019333	Rnf145
ENSMUST00000160372	Rnf146
ENSMUST00000014614	Rnf166
ENSMUST00000037534	Rnf167
ENSMUST00000171474	Rnf168
ENSMUST00000069580	Rnf181
ENSMUST00000193509	Rnf181
ENSMUST00000077078	Rnf185
ENSMUST00000029989	Rnf20
ENSMUST00000053498	Rnf216
ENSMUST00000031434	Rnf34
ENSMUST00000030992	Rnf4
ENSMUST00000182709	Rnf4
ENSMUST00000205694	Rnf40
ENSMUST00000206914	Rnf40
ENSMUST00000096386	Rnf41
ENSMUST00000024817	Rnf8
ENSMUST00000108153	Rngtt
ENSMUST00000009679	Rnmt
ENSMUST00000025427	Rnmt
ENSMUST00000092154	Rnpc3
ENSMUST00000106536	Rnpc3
ENSMUST00000077340	Rnpep
ENSMUST00000115371	Rnps1
ENSMUST00000088512	Rnps1
ENSMUST00000163717	Rnps1
ENSMUST00000000767	Rpa1
ENSMUST00000102561	Rpa2
ENSMUST00000018593	Rpain
ENSMUST00000027157	Rpe
ENSMUST00000080281	Rpl15
ENSMUST00000112598	Rpl15
ENSMUST00000103191	Rpl22
ENSMUST00000081840	Rpl32
ENSMUST00000203816	Rpl32
ENSMUST00000078804	Rpl35a
ENSMUST00000034966	Rpl4
ENSMUST00000078286	Rpl7l1
ENSMUST00000032143	Rpn1
ENSMUST00000116380	Rpn2
ENSMUST00000025714	Rpp30
ENSMUST00000062672	Rpp38
ENSMUST00000046206	Rprd1a
ENSMUST00000052499	Rps19bp1
ENSMUST00000043599	Rps6ka5
ENSMUST00000154617	Rps6kb1
ENSMUST00000047273	Rpusd1
ENSMUST00000028796	Rpusd2
ENSMUST00000034543	Rpusd4
ENSMUST00000091064	Rraga
ENSMUST00000022901	Rrm2b
ENSMUST00000023363	Rrn3
ENSMUST00000024766	Rrp36
ENSMUST00000018184	Rrp7a
ENSMUST00000047721	Rrp9
ENSMUST00000072079	Rrs1
ENSMUST00000036489	Rsbn1l
ENSMUST00000196780	Rsbn1l
ENSMUST00000119953	Rsl1d1
ENSMUST00000034738	Rsl24d1
ENSMUST00000060389	Rspry1
ENSMUST00000057795	Rsrc2
ENSMUST00000028059	Rsu1
ENSMUST00000000348	Rtca
ENSMUST00000001834	Rtcb
ENSMUST00000028767	Rtf1
ENSMUST00000025667	Rtn3
ENSMUST00000023828	Rttn
ENSMUST00000020643	Rufy1
ENSMUST00000040561	Rundc1
ENSMUST00000032165	Ruvbl1
ENSMUST00000107771	Ruvbl2
ENSMUST00000019917	Rwdd1
ENSMUST00000033973	Rwdd4a
ENSMUST00000101118	Rybp
ENSMUST00000113533	Sac3d1
ENSMUST00000026270	Sacm1l
ENSMUST00000094815	Sae1
ENSMUST00000025109	Sap130
ENSMUST00000128764	Sap18
ENSMUST00000140991	Sap30bp
ENSMUST00000020285	Sar1a
ENSMUST00000020653	Sar1b
ENSMUST00000105230	Sarnp
ENSMUST00000102625	Sars
ENSMUST00000094632	Sars2
ENSMUST00000044207	Sart1
ENSMUST00000019118	Sart3
ENSMUST00000021467	Sav1
ENSMUST00000059666	Saysd1
ENSMUST00000026387	Sbds
ENSMUST00000065263	Sbno1
ENSMUST00000085383	Scaf1
ENSMUST00000211735	Scaf1
ENSMUST00000047835	Scaf11
ENSMUST00000163419	Scaf4
ENSMUST00000079883	Scamp4
ENSMUST00000098350	Scap
ENSMUST00000037408	Scaper
ENSMUST00000021335	Scfd1
ENSMUST00000106701	Scp2
ENSMUST00000030340	Scp2
ENSMUST00000025890	Scyl1
ENSMUST00000174252	Scyl2
ENSMUST00000031364	Sdad1
ENSMUST00000038091	Sde2
ENSMUST00000002133	Sdf2
ENSMUST00000105578	Sdf4
ENSMUST00000050078	Sdf4
ENSMUST00000105579	Sdf4
ENSMUST00000025570	Sdhaf2
ENSMUST00000027338	Sdhaf4
ENSMUST00000111325	Sdr39u1
ENSMUST00000025394	Sec11c
ENSMUST00000032440	Sec13
ENSMUST00000156442	Sec16a
ENSMUST00000114082	Sec16a
ENSMUST00000043521	Sec22a
ENSMUST00000029476	Sec22b
ENSMUST00000021375	Sec23a
ENSMUST00000042942	Sec23ip
ENSMUST00000109097	Sec24a
ENSMUST00000001079	Sec24b
ENSMUST00000048657	Sec24c
ENSMUST00000094578	Sec31a
ENSMUST00000182433	Sec31a
ENSMUST00000032168	Sec61a1
ENSMUST00000065678	Sec61b
ENSMUST00000029256	Sec62
ENSMUST00000019937	Sec63
ENSMUST00000040117	Secisbp2
ENSMUST00000025421	Seh1l
ENSMUST00000044189	Senp1
ENSMUST00000023561	Senp2
ENSMUST00000005336	Senp3
ENSMUST00000023457	Senp5
ENSMUST00000027973	Sephs1
ENSMUST00000097432	Serac1
ENSMUST00000042990	Serbp1
ENSMUST00000203436	Serbp1
ENSMUST00000203077	Serbp1
ENSMUST00000204293	Serbp1
ENSMUST00000029385	Serp1
ENSMUST00000109586	Sertad2
ENSMUST00000047157	Setd1a
ENSMUST00000200460	Setd2
ENSMUST00000113155	Setd5
ENSMUST00000037141	Setd7
ENSMUST00000201145	Sf1
ENSMUST00000113487	Sf1
ENSMUST00000201388	Sf1
ENSMUST00000002198	Sf3a1
ENSMUST00000148665	Sf3a2
ENSMUST00000030734	Sf3a3
ENSMUST00000027127	Sf3b1
ENSMUST00000025774	Sf3b2
ENSMUST00000042012	Sf3b3
ENSMUST00000076372	Sf3b4
ENSMUST00000105139	Sf3b5
ENSMUST00000046207	Sf3b6
ENSMUST00000054230	Sfmbt1
ENSMUST00000030623	Sfpq
ENSMUST00000054984	Sft2d3
ENSMUST00000057631	Sgsm2
ENSMUST00000005067	Sgta
ENSMUST00000205440	Sh2b1
ENSMUST00000205497	Sh2b1
ENSMUST00000032978	Sh2b1
ENSMUST00000073128	Sh3bp5l
ENSMUST00000003268	Sh3gl1
ENSMUST00000100215	Sh3glb2
ENSMUST00000028214	Sh3glb2
ENSMUST00000023211	Sharpin
ENSMUST00000026470	Shmt2
ENSMUST00000113312	Shq1
ENSMUST00000114573	Sidt2
ENSMUST00000038488	Sidt2
ENSMUST00000059354	Sigmar1
ENSMUST00000126865	Sik3
ENSMUST00000029447	Sike1
ENSMUST00000025215	Sil1
ENSMUST00000049169	Sin3a
ENSMUST00000004494	Sin3b
ENSMUST00000109950	Sin3b
ENSMUST00000166429	Sipa1l1
ENSMUST00000053969	Sipa1l1
ENSMUST00000037324	Skp1a
ENSMUST00000144843	Slain2
ENSMUST00000143829	Slain2
ENSMUST00000019044	Slc22a5
ENSMUST00000014750	Slc25a11
ENSMUST00000033871	Slc25a15
ENSMUST00000023040	Slc25a17
ENSMUST00000046038	Slc25a28
ENSMUST00000164505	Slc25a3
ENSMUST00000076694	Slc25a3
ENSMUST00000022908	Slc25a32
ENSMUST00000202369	Slc25a32
ENSMUST00000085206	Slc25a36
ENSMUST00000035024	Slc25a36
ENSMUST00000060396	Slc25a46
ENSMUST00000016463	Slc25a5
ENSMUST00000146409	Slc26a2
ENSMUST00000067246	Slc30a5
ENSMUST00000024870	Slc30a6
ENSMUST00000067485	Slc30a7
ENSMUST00000162372	Slc30a9
ENSMUST00000029402	Slc33a1
ENSMUST00000029970	Slc35a1
ENSMUST00000029569	Slc35a3
ENSMUST00000036158	Slc35a4
ENSMUST00000023344	Slc35a5
ENSMUST00000167513	Slc35b3
ENSMUST00000019143	Slc35b4
ENSMUST00000152080	Slc35e1
ENSMUST00000105608	Slc35e2
ENSMUST00000061568	Slc36a4
ENSMUST00000165839	Slc37a4
ENSMUST00000052514	Slc38a9
ENSMUST00000070726	Slc39a6
ENSMUST00000085245	Slc39a9
ENSMUST00000202950	Slc4a1ap
ENSMUST00000057015	Slc4a7
ENSMUST00000023220	Slc52a2
ENSMUST00000035925	Slc7a6os
ENSMUST00000077741	Slc9a6
ENSMUST00000160488	Slirp
ENSMUST00000160880	Slirp
ENSMUST00000077462	Slirp
ENSMUST00000026043	Slk
ENSMUST00000049263	Sltm
ENSMUST00000020681	Slu7
ENSMUST00000025453	Smad2
ENSMUST00000025393	Smad4
ENSMUST00000069557	Smad5
ENSMUST00000027339	Smap1
ENSMUST00000174008	Smarca4
ENSMUST00000098948	Smarca4
ENSMUST00000043359	Smarca5
ENSMUST00000121304	Smarcb1
ENSMUST00000000925	Smarcb1
ENSMUST00000197984	Smarcc1
ENSMUST00000088716	Smarcc1
ENSMUST00000023759	Smarcd1
ENSMUST00000103133	Smarce1
ENSMUST00000045312	Smc1a
ENSMUST00000056907	Smcr8
ENSMUST00000023086	Smdt1
ENSMUST00000032891	Smg1
ENSMUST00000001451	Smg5
ENSMUST00000043560	Smg7
ENSMUST00000073441	Smg7
ENSMUST00000020801	Smg8
ENSMUST00000002280	Smg9
ENSMUST00000100864	Smim10l1
ENSMUST00000063641	Smim11
ENSMUST00000142029	Smim12
ENSMUST00000121661	Smim14
ENSMUST00000139122	Smim14
ENSMUST00000147148	Smim20
ENSMUST00000058733	Smim7
ENSMUST00000167290	Smim7
ENSMUST00000029972	Smim8
ENSMUST00000022147	Smn1
ENSMUST00000025997	Smndc1
ENSMUST00000046983	Smpd1
ENSMUST00000030117	Smu1
ENSMUST00000064067	Smug1
ENSMUST00000103067	Smurf2
ENSMUST00000027897	Smyd2
ENSMUST00000128302	Smyd3
ENSMUST00000044530	Smyd4
ENSMUST00000045693	Smyd5
ENSMUST00000023449	Snap29
ENSMUST00000011981	Snapc2
ENSMUST00000034965	Snapc5
ENSMUST00000149884	Snapin
ENSMUST00000001460	Snd1
ENSMUST00000006217	Snf8
ENSMUST00000052183	Snip1
ENSMUST00000103220	Snrnp200
ENSMUST00000039601	Snrnp25
ENSMUST00000001186	Snrnp27
ENSMUST00000031349	Snrnp35
ENSMUST00000105994	Snrnp40
ENSMUST00000201498	Snrnp40
ENSMUST00000091641	Snrnp48
ENSMUST00000074575	Snrnp70
ENSMUST00000122202	Snrpa
ENSMUST00000080356	Snrpa
ENSMUST00000153609	Snrpa1
ENSMUST00000103199	Snrpb
ENSMUST00000008477	Snrpb2
ENSMUST00000002551	Snrpd1
ENSMUST00000020397	Snrpd3
ENSMUST00000068856	Snupn
ENSMUST00000021428	Snw1
ENSMUST00000034946	Snx1
ENSMUST00000120389	Snx12
ENSMUST00000077876	Snx12
ENSMUST00000156473	Snx12
ENSMUST00000048519	Snx13
ENSMUST00000029047	Snx16
ENSMUST00000109241	Snx18
ENSMUST00000164099	Snx19
ENSMUST00000029783	Snx27
ENSMUST00000019939	Snx3
ENSMUST00000105499	Snx3
ENSMUST00000023502	Snx4
ENSMUST00000005798	Snx6
ENSMUST00000065562	Socs4
ENSMUST00000125362	Socs6
ENSMUST00000070116	Socs6
ENSMUST00000023707	Sod1
ENSMUST00000119368	Son
ENSMUST00000114036	Son
ENSMUST00000122302	Son
ENSMUST00000068714	Sos1
ENSMUST00000001326	Sp1
ENSMUST00000107624	Sp2
ENSMUST00000026367	Sp4
ENSMUST00000018431	Spag7
ENSMUST00000153076	Spag9
ENSMUST00000024869	Spast
ENSMUST00000057627	Spata2
ENSMUST00000067476	Spcs3
ENSMUST00000036450	Spg11
ENSMUST00000034955	Spg21
ENSMUST00000125975	Spg7
ENSMUST00000108868	Spg7
ENSMUST00000040248	Spidr
ENSMUST00000095797	Spin1
ENSMUST00000107722	Spop
ENSMUST00000132484	Spopl
ENSMUST00000028844	Sppl2a
ENSMUST00000035597	Sppl2b
ENSMUST00000031530	Sppl3
ENSMUST00000154032	Spryd3
ENSMUST00000061995	Spryd4
ENSMUST00000021920	Sptlc1
ENSMUST00000056228	Sptssa
ENSMUST00000061639	Spty2d1
ENSMUST00000095187	Srbd1
ENSMUST00000023100	Srebf2
ENSMUST00000210489	Srek1
ENSMUST00000074616	Srek1
ENSMUST00000015749	Srf
ENSMUST00000025406	Srfbp1
ENSMUST00000088786	Sri
ENSMUST00000148633	Sri
ENSMUST00000006611	Srm
ENSMUST00000009693	Srp14
ENSMUST00000101087	Srp72
ENSMUST00000027792	Srp9
ENSMUST00000111018	Srp9
ENSMUST00000130643	Srpk1
ENSMUST00000035157	Srprb
ENSMUST00000065211	Srr
ENSMUST00000084846	Srrm1
ENSMUST00000105861	Srrm1
ENSMUST00000196109	Srrt
ENSMUST00000199243	Srrt
ENSMUST00000040873	Srrt
ENSMUST00000199756	Srrt
ENSMUST00000193491	Srsf1
ENSMUST00000139129	Srsf1
ENSMUST00000183352	Srsf1
ENSMUST00000079866	Srsf1
ENSMUST00000126641	Srsf10
ENSMUST00000105853	Srsf10
ENSMUST00000102544	Srsf10
ENSMUST00000072875	Srsf11
ENSMUST00000190993	Srsf2
ENSMUST00000092404	Srsf2
ENSMUST00000130216	Srsf3
ENSMUST00000053819	Srsf4
ENSMUST00000110351	Srsf5
ENSMUST00000094693	Srsf5
ENSMUST00000110356	Srsf5
ENSMUST00000130411	Srsf6
ENSMUST00000063417	Srsf7
ENSMUST00000031513	Srsf9
ENSMUST00000040924	Ss18
ENSMUST00000092041	Ss18
ENSMUST00000041126	Ss18l1
ENSMUST00000114779	Ssbp1
ENSMUST00000117411	Ssbp1
ENSMUST00000121360	Ssbp1
ENSMUST00000031971	Ssbp1
ENSMUST00000030367	Ssbp3
ENSMUST00000028342	Ssna1
ENSMUST00000021864	Ssr1
ENSMUST00000195014	Ssr2
ENSMUST00000029414	Ssr3
ENSMUST00000077798	Ssrp1
ENSMUST00000030905	Ssu72
ENSMUST00000105595	Ssu72
ENSMUST00000172107	St13
ENSMUST00000030263	St3gal3
ENSMUST00000106410	St3gal3
ENSMUST00000059271	St7l
ENSMUST00000115073	Stag2
ENSMUST00000069619	Stag2
ENSMUST00000102960	Stam
ENSMUST00000102759	Stam2
ENSMUST00000127638	Stat3
ENSMUST00000107358	Stat5b
ENSMUST00000004143	Stat5b
ENSMUST00000109235	Stau1
ENSMUST00000049412	Stau1
ENSMUST00000109238	Stau1
ENSMUST00000033289	Stim1
ENSMUST00000025918	Stip1
ENSMUST00000105370	Stk11
ENSMUST00000079817	Stk24
ENSMUST00000166282	Stk35
ENSMUST00000009138	Stk38
ENSMUST00000156732	Stk38
ENSMUST00000034883	Stoml1
ENSMUST00000064910	Strap
ENSMUST00000064759	Strip1
ENSMUST00000108495	Strn4
ENSMUST00000019220	Strn4
ENSMUST00000135934	Stt3a
ENSMUST00000120381	Stt3a
ENSMUST00000035010	Stt3b
ENSMUST00000044911	Stub1
ENSMUST00000107720	Stx17
ENSMUST00000042146	Stx18
ENSMUST00000031008	Stx18
ENSMUST00000033075	Stx4a
ENSMUST00000121705	Stx4a
ENSMUST00000176968	Stx5a
ENSMUST00000176381	Stx5a
ENSMUST00000010254	Stx5a
ENSMUST00000073430	Stx5a
ENSMUST00000021286	Stx8
ENSMUST00000021285	Stx8
ENSMUST00000038213	Stxbp5
ENSMUST00000110504	Sub1
ENSMUST00000022816	Sub1
ENSMUST00000048377	Suco
ENSMUST00000166397	Suds3
ENSMUST00000086471	Suds3
ENSMUST00000039922	Sufu
ENSMUST00000011450	Sugp1
ENSMUST00000054908	Sugt1
ENSMUST00000171300	Sumf2
ENSMUST00000091374	Sumo1
ENSMUST00000153892	Sumo2
ENSMUST00000121185	Sumo2
ENSMUST00000099538	Sumo3
ENSMUST00000058716	Sun1
ENSMUST00000046709	Supt16
ENSMUST00000197502	Supt20
ENSMUST00000003527	Supt5
ENSMUST00000002121	Supt6
ENSMUST00000202421	Supt7l
ENSMUST00000015011	Surf4
ENSMUST00000047632	Surf6
ENSMUST00000113395	Swi5
ENSMUST00000183946	Swi5
ENSMUST00000113400	Swi5
ENSMUST00000053583	Swsap1
ENSMUST00000030622	Syf2
ENSMUST00000023882	Sympk
ENSMUST00000174391	Syncrip
ENSMUST00000069221	Syncrip
ENSMUST00000173801	Syncrip
ENSMUST00000174282	Syncrip
ENSMUST00000164431	Synj2bp
ENSMUST00000163402	Synj2bp
ENSMUST00000092834	Synrg
ENSMUST00000183456	Synrg
ENSMUST00000025723	Syvn1
ENSMUST00000138532	Syvn1
ENSMUST00000102487	Szrd1
ENSMUST00000023050	Tab1
ENSMUST00000146444	Tab2
ENSMUST00000048250	Tab3
ENSMUST00000084512	Tacc1
ENSMUST00000027846	Tada1
ENSMUST00000018795	Tada2a
ENSMUST00000031097	Tada2b
ENSMUST00000032410	Tada3
ENSMUST00000101341	Taf1
ENSMUST00000141116	Taf10
ENSMUST00000030731	Taf12
ENSMUST00000164079	Taf1d
ENSMUST00000034415	Taf1d
ENSMUST00000041733	Taf2
ENSMUST00000041618	Taf4
ENSMUST00000165628	Taf5l
ENSMUST00000048698	Taf6
ENSMUST00000067103	Taf8
ENSMUST00000032461	Tamm41
ENSMUST00000071268	Taok2
ENSMUST00000117394	Taok2
ENSMUST00000023813	Tarbp2
ENSMUST00000105699	Tardbp
ENSMUST00000186711	Tardbp
ENSMUST00000084125	Tardbp
ENSMUST00000022849	Tars
ENSMUST00000110155	Tatdn1
ENSMUST00000080723	Tax1bp1
ENSMUST00000069722	Taz
ENSMUST00000124200	Taz
ENSMUST00000020339	Tbc1d15
ENSMUST00000028963	Tbc1d20
ENSMUST00000023431	Tbc1d23
ENSMUST00000024717	Tbc1d5
ENSMUST00000046644	Tbca
ENSMUST00000006254	Tbcb
ENSMUST00000103013	Tbcd
ENSMUST00000169172	Tbck
ENSMUST00000020316	Tbk1
ENSMUST00000088217	Tbl1x
ENSMUST00000063988	Tbl1xr1
ENSMUST00000193734	Tbl1xr1
ENSMUST00000153183	Tbl2
ENSMUST00000118001	Tbp
ENSMUST00000014911	Tbp
ENSMUST00000162505	Tbp
ENSMUST00000127698	Tbpl1
ENSMUST00000117654	Tbrg1
ENSMUST00000189268	Tbrg4
ENSMUST00000000394	Tbrg4
ENSMUST00000081551	Tcea1
ENSMUST00000057043	Tceanc2
ENSMUST00000025375	Tcerg1
